Period_Days,Magnitude
21.73015873015873,7241302124.642778
28.670157068062828,7218093552.455189
7.542699724517906,7138037875.32765
85.5625,7123924853.718611
39.114285714285714,7088967424.576108
11.7008547008547,7053831974.027668
17.55128205128205,6989770363.972988
8.222222222222221,6967981412.778099
12.502283105022832,6928489688.736907
9.55671902268761,6877839602.3678875
49.78181818181818,6795398783.186633
7.616133518776078,6748473369.746647
44.52032520325203,6709705536.771573
66.78048780487805,6686621414.734883
22.260162601626014,6594408433.270106
127.34883720930232,6577283755.695083
6.966921119592875,6559461914.12204
9.884476534296029,6516179323.674795
8.705882352941176,6514030725.416069
12.94562647754137,6412911032.735079
12.417233560090704,6410522964.182839
25.469767441860466,6368323711.616802
34.44025157232704,6354435141.381064
39.68115942028986,6345324798.585097
109.52,6315127238.079105
21.904,6206337247.59567
33.18787878787879,6179082205.432246
27.79695431472081,6117769342.492333
12.36117381489842,6106928830.448469
16.444444444444443,6099383758.767895
10.197392923649907,6096903974.756805
15.33893557422969,6075792531.719385
13.163461538461538,6057856681.66892
15.512747875354107,6041064667.56344
18.625850340136054,6035377931.978587
12.223214285714285,6031060371.135789
16.34626865671642,6020367918.561768
14.37270341207349,5994596316.373855
10.995983935742972,5958509417.501578
7.5116598079561046,5918421604.498612
20.586466165413533,5896688789.482368
25.004566210045663,5870011042.588695
5.060998151571165,5868569390.081648
48.03508771929825,5861482113.416795
8.185351270553063,5804446307.592167
7.056701030927835,5750430281.312322
12.008771929824562,5650040142.146609
12.854460093896712,5645019847.823671
27.24378109452736,5630342929.576463
18.5,5626171529.245117
6.472813238770685,5625480824.058758
13.259079903147699,5611248877.403822
18.81786941580756,5579739117.690283
22.08064516129032,5577314015.559526
24.666666666666664,5573471042.508985
7.440217391304348,5553218729.465822
11.175510204081633,5524880030.7302885
12.705336426914153,5501511053.79498
14.04102564102564,5485494432.793268
16.201183431952664,5467414053.040243
16.01169590643275,5400331965.2446785
9.126666666666667,5373356539.143546
8.991789819376026,5304052562.989661
7.029525032092426,5242880604.536174
22.442622950819672,5241263458.514532
9.743772241992882,5231225597.481402
8.463678516228748,5206125797.555991
33.80246913580247,5181351179.493615
11.480083857442347,5158547603.894297
7.947750362844703,5152718614.915103
38.29370629370629,5143995396.905991
7.9018759018759015,5105375142.837128
19.84057971014493,5096709420.03165
10.159554730983302,5073789614.762782
51.660377358490564,5059302738.182006
9.036303630363037,5046098302.964762
8.962356792144027,5035545548.619094
10.235514018691587,5014164066.611659
31.29142857142857,5002365892.284769
5.9457111834962,4995438968.451028
5.35812133072407,4980865199.466805
37.50684931506849,4942090092.254407
18.013157894736842,4934928531.22877
32.40236686390533,4910425118.891626
52.65384615384615,4883625937.2553215
23.4017094017094,4870739784.562876
13.323600973236008,4869889318.212461
14.297650130548302,4848179742.070579
7.084087968952135,4834514977.800062
16.84923076923077,4789460794.463676
9.187919463087248,4776170982.507712
10.612403100775193,4772676575.4772835
17.32911392405063,4687284674.681307
6.4575471698113205,4665980534.348329
12.764568764568764,4661230510.692495
10.470363288718929,4644222498.290538
7.648044692737431,4636135033.923083
9.813620071684587,4623259825.5023575
17.059190031152646,4612786345.301912
5.758149316508938,4578756091.695708
16.74617737003058,4554342686.034714
11.4321503131524,4552884239.281224
11.801724137931034,4529213819.7888975
19.627240143369175,4518716941.120606
32.790419161676645,4518517971.080535
6.442352941176471,4486514614.608614
10.02930402930403,4485577867.5019655
6.573829531812725,4464422355.710002
5.497991967871486,4464089805.823618
8.650868878357029,4456736320.364298
5.11297852474323,4442935214.510921
6.71078431372549,4424848269.08152
8.124629080118694,4415445305.551615
8.088626292466765,4402977389.273319
5.674611398963731,4396020267.327845
14.186528497409327,4381879899.440954
7.879136690647483,4348074844.451877
8.160953800298062,4327941270.455452
14.72043010752688,4297845385.661105
11.528421052631579,4290509568.730414
8.596546310832025,4281750838.7095666
8.296969696969697,4258975677.3319216
6.258285714285714,4230068812.447407
23.203389830508474,4172909352.0576215
6.27262313860252,4150688824.3962307
11.577167019027485,4126229495.630541
6.931645569620254,4122562144.908704
12.088300220750552,4122015928.809601
6.74384236453202,4065136967.5201907
31.83720930232558,4056662433.7865114
7.680224403927068,4047215329.583986
19.146853146853147,4032622792.4888906
14.840108401084011,4011494810.9244165
6.037486218302095,4005833197.6296024
5.794708994708994,4004856000.6941257
